FacilityID,Name,Address,City,State,ZIP,County,Type,Ownership,Emergency,EHR,Geo,MSPB,ERR.AMI,ERR.CBG,ERR.COPD,ERR.HF,ERR.HIPKNEE,ERR.PNEU
40051,DREW MEMORIAL HOSPITAL,778 SCOGIN DRIVE,MONTICELLO,AR,71655,Drew,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"778 SCOGIN DRIVE MONTICELLO, AR 71655 (33.610628, -91.814978)",0.939756,,,0.9228,1.0143,,1.0772
50678,MEMORIALCARE ORANGE COAST MEDICAL CENTER,9920 TALBERT AVENUE,FOUNTAIN VALLEY,CA,92708,Orange,Acute Care Hospitals,Proprietary,TRUE,TRUE,"9920 TALBERT AVENUE FOUNTAIN VALLEY, CA 92708 (33.701659, -117.956107)",0.993954,0.9992,0.9839,0.9178,0.9637,0.8029,0.9921
250128,PANOLA MEDICAL CENTER,303 MEDICAL CENTER DRIVE,BATESVILLE,MS,38606,Panola,Acute Care Hospitals,Proprietary,TRUE,TRUE,"303 MEDICAL CENTER DRIVE BATESVILLE, MS 38606 (34.306319, -89.916488)",1.011535,,,1.0181,1.052,,1.0649
240043,MAYO CLINIC HEALTH SYSTEM - ALBERT LEA AND AUSTIN,404 WEST FOUNTAIN STREET,ALBERT LEA,MN,56007,Freeborn,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"404 WEST FOUNTAIN STREET ALBERT LEA, MN 56007 (43.651558, -93.372469)",0.89432,,,0.9861,1.0063,1.0323,0.9788
310052,OCEAN MEDICAL CENTER,425 JACK MARTIN BLVD,BRICK,NJ,8724,Ocean,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,"425 JACK MARTIN BLVD BRICK, NJ 08724 (40.078327, -74.129748)",1.088799,0.961,,0.9763,0.9516,1.0031,1.0602
190267,AVALA,67252 INDUSTRY LANE,COVINGTON,LA,70433,St. Tammany,Acute Care Hospitals,Physician,FALSE,TRUE,"67252 INDUSTRY LANE COVINGTON, LA 70433 (30.408713, -90.082943)",1.301801,,,,,1.0071,
250123,GARDEN PARK MEDICAL CENTER,15200 COMMUNITY ROAD,GULFPORT,MS,39503,Harrison,Acute Care Hospitals,Proprietary,TRUE,TRUE,"15200 COMMUNITY ROAD GULFPORT, MS 39503 (30.44201, -89.092766)",0.959102,,,0.9785,0.9762,1.09,1.0044
450144,PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO,720 HOSPITAL DRIVE,ANDREWS,TX,79714,Andrews,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,"720 HOSPITAL DRIVE ANDREWS, TX 79714 (32.337424, -102.546866)",0.973799,,,0.9486,,,0.9688
670098,RESOLUTE HEALTH HOSPITAL,"555 CREEKSIDE XING,",NEW BRAUNFELS,TX,78130,Comal,Acute Care Hospitals,Proprietary,TRUE,TRUE,"555 CREEKSIDE XING, NEW BRAUNFELS, TX 78130 (29.71921, -98.071212)",1.20123,0.9892,,1.0343,1.1542,1.1317,1.0303
520059,AURORA MEDICAL CENTER BURLINGTON,252 MCHENRY ST,BURLINGTON,WI,53105,Racine,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"252 MCHENRY ST BURLINGTON, WI 53105 (42.673515, -88.282648)",0.934183,,,0.9985,0.9825,1.0031,0.9558
410012,THE MIRIAM HOSPITAL,164 SUMMIT AVENUE,PROVIDENCE,RI,2906,Providence,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"164 SUMMIT AVENUE PROVIDENCE, RI 02906 (41.851653, -71.397562)",0.989927,0.9438,,1.1023,1.06,0.994,0.8834
70033,DANBURY HOSPITAL,24 HOSPITAL AVE,DANBURY,CT,6810,Fairfield,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"24 HOSPITAL AVE DANBURY, CT 06810 (41.406776, -73.444339)",1.005335,1.0067,0.89,0.8961,0.9209,1.1237,0.9504
390067,PINNACLE HEALTH HOSPITALS,409 SOUTH SECOND STREET,HARRISBURG,PA,17105,Dauphin,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,"409 SOUTH SECOND STREET HARRISBURG, PA 17105 (40.256258, -76.875329)",0.990121,0.9338,0.8899,0.9969,0.9551,1.4023,0.9529
490048,LEWISGALE MEDICAL CENTER,1900 ELECTRIC ROAD,SALEM,VA,24153,Salem City,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"1900 ELECTRIC ROAD SALEM, VA 24153 (37.2651, -80.033158)",1.043833,0.984,1.1969,0.9787,1.0649,0.9956,1.0562
50663,LOS ANGELES COMMUNITY HOSPITAL,4081 E OLYMPIC BLVD,LOS ANGELES,CA,90023,Los Angeles,Acute Care Hospitals,Proprietary,TRUE,TRUE,"4081 E OLYMPIC BLVD LOS ANGELES, CA 90023 (34.018874, -118.186461)",1.231767,,,0.9771,1.0589,,0.8879
30093,BANNER DEL E. WEBB MEDICAL CENTER,14502 WEST MEEKER BOULEVARD,SUN CITY WEST,AZ,85375,Maricopa,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"14502 WEST MEEKER BOULEVARD SUN CITY WEST, AZ 85375 (33.658307, -112.371939)",0.933918,0.8654,,0.9332,0.948,0.8613,0.9316
110079,GRADY MEMORIAL HOSPITAL,"80 JESSE HILL, JR DRIVE SE",ATLANTA,GA,30303,Fulton,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,"80 JESSE HILL, JR DRIVE SE ATLANTA, GA 30303 (33.752156, -84.382609)",0.964785,1.1375,,1.0062,1.049,0.9979,1.04
330182,"ST FRANCIS HOSPITAL, ROSLYN",100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,Nassau,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,,"100 PORT WASHINGTON BOULEVARD ROSLYN, NY 11576 (40.804505, -73.672669)",1.017726,0.9124,1.1406,1.0067,1.0146,0.8616,1.007
50736,MONTEREY PARK HOSPITAL,900 S ATLANTIC BLVD,MONTEREY PARK,CA,91754,Los Angeles,Acute Care Hospitals,Proprietary,FALSE,TRUE,"900 S ATLANTIC BLVD MONTEREY PARK, CA 91754 (34.049769, -118.138751)",1.02545,,,0.9958,0.9931,,1.0708
330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH STREET,BRONX,NY,10451,Bronx,Acute Care Hospitals,Government - Local,TRUE,TRUE,"234 EAST 149TH STREET BRONX, NY 10451 (40.817681, -73.924072)",0.915908,,,1.1076,1.1162,,1.1487
110008,NORTHSIDE HOSPITAL CHEROKEE,450 NORTHSIDE CHEROKEE BOULEVARD,CANTON,GA,30115,Cherokee,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,"450 NORTHSIDE CHEROKEE BOULEVARD CANTON, GA 30115 (34.227523, -84.460562)",0.945335,1.0932,,0.9402,1.0139,1.1223,0.9068
100255,TAMPA COMMUNITY HOSPITAL,6001 WEBB RD,TAMPA,FL,33615,Hillsborough,Acute Care Hospitals,Proprietary,TRUE,,"6001 WEBB RD TAMPA, FL 33615 (28.00224, -82.575148)",1.034058,1.0284,,1.0544,1.0798,,1.0467
370025,SAINT FRANCIS HOSPITAL MUSKOGEE,300 ROCKEFELLER DRIVE,MUSKOGEE,OK,74401,Muskogee,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"300 ROCKEFELLER DRIVE MUSKOGEE, OK 74401 (35.753648, -95.406187)",1.078832,0.9783,,1.0911,1.1816,1.0538,1.0945
370078,OKLAHOMA STATE UNIVERSITY MEDICAL CENTER,744 WEST 9TH STREET,TULSA,OK,74127,Tulsa,Acute Care Hospitals,Government - State,TRUE,TRUE,"744 WEST 9TH STREET TULSA, OK 74127 (36.146836, -96.000119)",1.014038,0.9707,1.1512,1.1167,1.0407,1.0772,1.0231
150158,IU HEALTH WEST HOSPITAL,1111 N RONALD REAGAN PKWY,AVON,IN,46123,Hendricks,Acute Care Hospitals,Proprietary,TRUE,TRUE,"1111 N RONALD REAGAN PKWY AVON, IN 46123 (39.782568, -86.343731)",0.958615,1.0095,,0.9555,0.9271,1.238,0.8257
200063,PENOBSCOT BAY MEDICAL CENTER,6 GLEN COVE DRIVE,ROCKPORT,ME,4856,Knox,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"6 GLEN COVE DRIVE ROCKPORT, ME 04856 (44.144434, -69.086537)",0.934722,0.991,,0.9545,1.0314,0.9972,0.847
40085,HELENA REGIONAL MEDICAL CENTER,1801 MARTIN LUTHER KING JR DRIVE,HELENA,AR,72342,Phillips,Acute Care Hospitals,Proprietary,TRUE,TRUE,"1801 MARTIN LUTHER KING JR DRIVE HELENA, AR 72342 (34.508357, -90.62733)",0.744963,,,0.9568,1.0433,,1.0384
270032,NORTHERN MONTANA HOSPITAL,30 13TH ST,HAVRE,MT,59501,Hill,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"30 13TH ST HAVRE, MT 59501 (48.539326, -109.686363)",0.720723,,,0.9795,0.9535,1.0462,0.9506
150009,CLARK MEMORIAL HEALTH,1220 MISSOURI AVE,JEFFERSONVILLE,IN,47130,Clark,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,"1220 MISSOURI AVE JEFFERSONVILLE, IN 47130 (38.282784, -85.749248)",0.98565,1.0273,,0.9831,0.9891,0.9934,0.9582
490060,CLINCH VALLEY MEDICAL CENTER,6801 GOVERNOR GC PERRY HIGHWAY,RICHLANDS,VA,24641,Tazewell,Acute Care Hospitals,Proprietary,TRUE,TRUE,"6801 GOVERNOR GC PERRY HIGHWAY RICHLANDS, VA 24641 (37.093978, -81.819444)",0.869716,1.0119,,0.993,0.9551,,1.0515
500039,HARRISON MEMORIAL HOSPITAL,2520 CHERRY AVENUE,BREMERTON,WA,98310,Kitsap,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"2520 CHERRY AVENUE BREMERTON, WA 98310 (47.583429, -122.62601)",0.948215,0.8621,0.901,0.8783,1.0134,0.6907,0.937
110095,TIFT REGIONAL MEDICAL CENTER,901 E 18TH STREET,TIFTON,GA,31793,Tift,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,"901 E 18TH STREET TIFTON, GA 31793 (31.470402, -83.491076)",0.952512,0.9873,,0.899,0.9766,0.9113,0.7914
390268,MOUNT NITTANY MEDICAL CENTER,1800 EAST PARK AVE,STATE COLLEGE,PA,16803,Centre,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"1800 EAST PARK AVE STATE COLLEGE, PA 16803 (40.820475, -77.848101)",0.978117,1.0952,,1.0383,0.9409,0.8949,1.1272
100209,KENDALL REGIONAL MEDICAL CENTER,11750 BIRD RD,MIAMI,FL,33175,Miami-Dade,Acute Care Hospitals,Proprietary,TRUE,TRUE,"11750 BIRD RD MIAMI, FL 33175",1.024327,1.082,,0.9976,1.1061,1.1418,1.2359
490057,SENTARA VIRGINIA BEACH GENERAL HOSPITAL,1060 FIRST COLONIAL ROAD,VIRGINIA BEACH,VA,23454,Virginia Beach City,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,"1060 FIRST COLONIAL ROAD VIRGINIA BEACH, VA 23454 (36.864158, -76.028342)",0.965156,1.0288,1.0509,1.0857,1.0083,0.9678,1.0778
260200,SSM HEALTH SAINT JOSEPH HOSPITAL-LAKE SAINT LOUIS,100 MEDICAL PLAZA,LAKE SAINT LOUIS,MO,63367,St. Charles,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,"100 MEDICAL PLAZA LAKE SAINT LOUIS, MO 63367 (38.803742, -90.774423)",0.968236,0.9305,,1.0163,0.9331,0.8772,0.9429
450877,FOUNDATION SURGICAL HOSPITAL OF EL PASO,1416 GEORGE DIETER,EL PASO,TX,79936,El Paso,Acute Care Hospitals,Proprietary,TRUE,,"1416 GEORGE DIETER EL PASO, TX 79936 (31.734985, -106.301578)",1.150015,,,,,0.9202,
450489,MEDICAL ARTS HOSPITAL,2200 N BRYAN AVE,LAMESA,TX,79331,Dawson,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,,"2200 N BRYAN AVE LAMESA, TX 79331 (32.750279, -101.96647)",1.017075,,,,,,0.9651
270051,KALISPELL REGIONAL MEDICAL CENTER,310 SUNNYVIEW LANE,KALISPELL,MT,59901,Flathead,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"310 SUNNYVIEW LANE KALISPELL, MT 59901 (48.215685, -114.324753)",0.966014,0.9705,0.981,0.9573,0.8043,0.8877,0.913
360137,UH CLEVELAND MEDICAL CENTER,11100 EUCLID AVENUE,CLEVELAND,OH,44106,Cuyahoga,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"11100 EUCLID AVENUE CLEVELAND, OH 44106 (41.507309, -81.607239)",1.042423,1.0901,1.058,0.9499,0.9627,0.8911,1.0782
10090,PROVIDENCE HOSPITAL,6801 AIRPORT BOULEVARD,MOBILE,AL,36608,Mobile,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,"6801 AIRPORT BOULEVARD MOBILE, AL 36608 (30.68169, -88.198329)",0.982893,1.1529,1.124,1.0035,0.9395,0.8824,1.1312
200050,NORTHERN LIGHT MAINE COAST HOSPITAL,50 UNION STREET,ELLSWORTH,ME,4605,Hancock,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,"50 UNION STREET ELLSWORTH, ME 04605 (44.546574, -68.415526)",0.892215,0.9385,,0.9055,0.9163,0.9691,0.9388
140145,ST JOSEPHS HOSPITAL,9515 HOLY CROSS LN,BREESE,IL,62230,Clinton,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,"9515 HOLY CROSS LN BREESE, IL 62230 (38.625154, -89.524944)",0.939767,,,0.9988,0.9401,,0.9625
230085,BRONSON SOUTH HAVEN HOSPITAL,955 S BAILEY AVE,SOUTH HAVEN,MI,49090,Van Buren,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,"955 S BAILEY AVE SOUTH HAVEN, MI 49090 (42.391252, -86.26413)",0.859331,,,0.9748,0.9851,1.0403,0.9622
250138,MERIT HEALTH RIVER OAKS,1030 RIVER OAKS DRIVE,FLOWOOD,MS,39232,Rankin,Acute Care Hospitals,Proprietary,TRUE,TRUE,"1030 RIVER OAKS DRIVE FLOWOOD, MS 39232 (32.32614, -90.106447)",1.045759,,,1.0925,1.0044,1.0622,1.0303
450194,UT HEALTH EAST TEXAS JACKSONVILLE HOSPITAL,501 S RAGSDALE,JACKSONVILLE,TX,75766,Cherokee,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"501 S RAGSDALE JACKSONVILLE, TX 75766 (31.961418, -95.270547)",1.02347,,,1.0048,1.0321,1.025,0.9022
500003,SKAGIT VALLEY HOSPITAL,1415 KINCAID STREET,MOUNT VERNON,WA,98274,Skagit,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,"1415 KINCAID STREET MOUNT VERNON, WA 98274 (48.417422, -122.324335)",0.9543,0.9654,,0.9826,0.9865,0.9839,0.9964
50131,NOVATO COMMUNITY HOSPITAL,180 ROWLAND WAY,NOVATO,CA,94945,Marin,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,"180 ROWLAND WAY NOVATO, CA 94945 (38.098077, -122.55966)",0.912163,,,1.0118,0.98,0.8914,0.9324
170196,"KANSAS SPINE & SPECIALTY HOSPITAL, LLC",3333 NORTH WEBB ROAD,WICHITA,KS,67226,Sedgwick,Acute Care Hospitals,Physician,FALSE,TRUE,"3333 NORTH WEBB ROAD WICHITA, KS 67226 (37.743966, -97.226326)",0.947535,,,,,0.9459,
340023,PARK RIDGE HEALTH,100 HOSPITAL DRIVE,HENDERSONVILLE,NC,28792,Henderson,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"100 HOSPITAL DRIVE HENDERSONVILLE, NC 28792 (35.391907, -82.488056)",0.898829,0.9901,,0.9696,0.8982,0.9761,0.9494
390219,EXCELA HEALTH LATROBE HOSPITAL,ONE MELLON WAY,LATROBE,PA,15650,Westmoreland,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"ONE MELLON WAY LATROBE, PA 15650",0.987179,,,1.0116,1.0174,0.9224,1.0709
310024,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY,865 STONE ST,RAHWAY,NJ,7065,Union,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"865 STONE ST RAHWAY, NJ 07065 (40.612237, -74.291688)",1.164221,1.0046,,1.0459,1.1588,0.9312,1.0823
180050,HARLAN ARH HOSPITAL,81 BALL PARK ROAD,HARLAN,KY,40831,Harlan,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,,"81 BALL PARK ROAD HARLAN, KY 40831 (36.810183, -83.313105)",0.899558,,,1.2845,1.3394,,1.3284
170145,"COFFEYVILLE REGIONAL MEDICAL CENTER, INC",1400 W 4TH ST,COFFEYVILLE,KS,67337,Montgomery,Acute Care Hospitals,Government - Local,TRUE,TRUE,"1400 W 4TH ST COFFEYVILLE, KS 67337 (37.040399, -95.638346)",0.887858,,,0.9357,1.0096,0.8586,0.9244
370211,INTEGRIS CANADIAN VALLEY HOSPITAL,1201 HEALTH CENTER PARKWAY,YUKON,OK,73099,Canadian,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"1201 HEALTH CENTER PARKWAY YUKON, OK 73099 (35.483695, -97.760242)",0.970047,,,0.9839,0.9917,1.0309,0.9702
380082,PROVIDENCE MILWAUKIE HOSPITAL,10150 SE 32ND AVENUE,MILWAUKIE,OR,97222,Clackamas,Acute Care Hospitals,Voluntary non-profit - Church,FALSE,TRUE,"10150 SE 32ND AVENUE MILWAUKIE, OR 97222 (45.449714, -122.629791)",0.87982,,,0.9971,1.0008,1.1628,0.9996
490042,CARILION NEW RIVER VALLEY MEDICAL CENTER,2900 LAMB CIRCLE,CHRISTIANSBURG,VA,24073,Montgomery,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"2900 LAMB CIRCLE CHRISTIANSBURG, VA 24073 (37.08894, -80.506786)",0.939496,0.9872,,1.0883,0.9659,1.1284,1.0461
130065,MOUNTAIN VIEW HOSPITAL,2325 CORONADO STREET,IDAHO FALLS,ID,83404,Bonneville,Acute Care Hospitals,Physician,FALSE,TRUE,"2325 CORONADO STREET IDAHO FALLS, ID 83404 (43.472524, -111.988717)",1.040548,,,,,0.8496,
60125,CASTLE ROCK ADVENTIST HOSPITAL,2350 MEADOWS BLVD,CASTLE ROCK,CO,80109,Douglas,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"2350 MEADOWS BLVD CASTLE ROCK, CO 80109 (39.404112, -104.886146)",0.949244,,,0.9818,0.9664,1.0513,0.9744
340028,CAPE FEAR VALLEY MEDICAL CENTER,1638 OWEN DRIVE P O BOX 2000,FAYETTEVILLE,NC,28302,Cumberland,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"1638 OWEN DRIVE P O BOX 2000 FAYETTEVILLE, NC 28302 (35.032412, -78.931096)",0.978323,0.936,0.9682,0.9874,0.9598,0.8409,1.0656
50444,MERCY MEDICAL CENTER,333 MERCY AVENUE,MERCED,CA,95340,Merced,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"333 MERCY AVENUE MERCED, CA 95340 (37.340122, -120.465214)",0.932149,1.0482,,1.149,1.0434,0.8584,1.1254
30122,BANNER GATEWAY MEDICAL CENTER,1900 NORTH HIGLEY ROAD,GILBERT,AZ,85234,Maricopa,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,"1900 NORTH HIGLEY ROAD GILBERT, AZ 85234 (33.384225, -111.719634)",0.983363,,,0.9398,0.9602,1.012,1.0054
100204,NORTH FLORIDA REGIONAL MEDICAL CENTER,6500 NEWBERRY RD,GAINESVILLE,FL,32605,Alachua,Acute Care Hospitals,Proprietary,TRUE,TRUE,"6500 NEWBERRY RD GAINESVILLE, FL 32605 (29.659699, -82.411597)",1.005788,1.0285,1.7072,1.1267,1.1794,1.1113,1.0394
440137,TENNOVA HEALTHCARE-SHELBYVILLE,2835 HWY 231 N,SHELBYVILLE,TN,37160,Bedford,Acute Care Hospitals,Proprietary,TRUE,TRUE,"2835 HWY 231 N SHELBYVILLE, TN 37160 (35.563218, -86.446372)",0.975443,,,0.9884,1.0666,,1.0686
50071,KAISER FOUNDATION HOSPITAL-SANTA CLARA,700 LAWRENCE EXPRESSWAY,SANTA CLARA,CA,95051,Santa Clara,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,"700 LAWRENCE EXPRESSWAY SANTA CLARA, CA 95051 (37.335456, -121.995767)",0.828257,0.9834,,,,,
330197,CANTON-POTSDAM HOSPITAL,50 LEROY STREET,POTSDAM,NY,13676,St. Lawrence,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"50 LEROY STREET POTSDAM, NY 13676 (44.676085, -74.981451)",0.825655,1.0822,,0.9561,0.9063,1.1385,1.0391
670055,METHODIST STONE OAK HOSPITAL,"1139 E SONTERRA BLVD, STE 535",SAN ANTONIO,TX,78258,Bexar,Acute Care Hospitals,Proprietary,TRUE,TRUE,"1139 E SONTERRA BLVD, STE 535 SAN ANTONIO, TX 78258 (29.614494, -98.475459)",1.076422,1.0267,1.0697,0.9465,0.9783,1.0071,0.9874
390110,CONEMAUGH MEMORIAL MEDICAL CENTER,1086 FRANKLIN STREET,JOHNSTOWN,PA,15905,Cambria,Acute Care Hospitals,Proprietary,TRUE,TRUE,"1086 FRANKLIN STREET JOHNSTOWN, PA 15905 (40.305198, -78.918249)",1.028238,1.0639,0.9219,1.0376,1.1302,1.1388,1.0004
520041,DIVINE SAVIOR HEALTHCARE,2817 NEW PINERY ROAD,PORTAGE,WI,53901,Columbia,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"2817 NEW PINERY ROAD PORTAGE, WI 53901 (43.566278, -89.469445)",0.892369,,,0.9876,1.052,0.9565,1.0725
140001,GRAHAM HOSPITAL ASSOCIATION,210 WEST WALNUT STREET,CANTON,IL,61520,Fulton,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"210 WEST WALNUT STREET CANTON, IL 61520 (40.553293, -90.038115)",0.943722,,,1.0895,1.0167,1.1508,1.0252
50296,HAZEL HAWKINS MEMORIAL HOSPITAL,911 SUNSET DRIVE,HOLLISTER,CA,95023,San Benito,Acute Care Hospitals,Government - Hospital District or Authority,FALSE,TRUE,"911 SUNSET DRIVE HOLLISTER, CA 95023 (36.835122, -121.38662)",0.921221,,,1.0175,1.1091,0.969,1.0277
390080,JEANES HOSPITAL,7600 CENTRAL AVENUE,PHILADELPHIA,PA,19111,Philadelphia,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"7600 CENTRAL AVENUE PHILADELPHIA, PA 19111 (40.069071, -75.086551)",0.96708,1.052,1.1243,1.0163,0.9641,1.0497,1.038
450716,HCA HOUSTON HEALTHCARE CYPRESS FAIRBANKS,10655 STEEPLETOP DRIVE,HOUSTON,TX,77065,Harris,Acute Care Hospitals,Proprietary,TRUE,TRUE,"10655 STEEPLETOP DRIVE HOUSTON, TX 77065 (29.927032, -95.588567)",1.156354,0.9879,,0.9899,0.9649,,0.9953
140029,RUSH COPLEY MEDICAL CENTER,2000 OGDEN AVENUE,AURORA,IL,60504,Kane,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,"2000 OGDEN AVENUE AURORA, IL 60504 (41.727722, -88.268415)",1.067898,0.9586,0.9745,1.035,0.8392,0.8523,1.0213
490017,BON SECOURS MARYVIEW MEDICAL CENTER,3636 HIGH STREET,PORTSMOUTH,VA,23707,Portsmouth City,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"3636 HIGH STREET PORTSMOUTH, VA 23707 (36.836211, -76.348365)",0.954535,0.9271,0.86,1.0102,0.8609,1.0763,0.9534
180104,BAPTIST HEALTH PADUCAH,2501 KENTUCKY AVENUE,PADUCAH,KY,42003,Mc Cracken,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,,"2501 KENTUCKY AVENUE PADUCAH, KY 42003 (37.073255, -88.628215)",1.017033,1.0508,1.0062,0.9965,1.0287,1.1384,1.076
140120,PEKIN MEMORIAL HOSPITAL,600 SOUTH 13TH STREET,PEKIN,IL,61554,Tazewell,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"600 SOUTH 13TH STREET PEKIN, IL 61554 (40.563142, -89.633191)",0.936424,1.0168,,1.0472,1.089,1.0359,1.1186
110015,TANNER MEDICAL CENTER VILLA RICA,601 DALLAS HIGHWAY,VILLA RICA,GA,30180,Carroll,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,"601 DALLAS HIGHWAY VILLA RICA, GA 30180 (33.742992, -84.919477)",0.97008,0.9709,,0.9085,1.0857,,1.0659
230054,UP HEALTH SYSTEM - MARQUETTE,850 W BARAGA AVE,MARQUETTE,MI,49855,Marquette,Acute Care Hospitals,Government - Local,TRUE,TRUE,"850 W BARAGA AVE MARQUETTE, MI 49855 (46.543081, -87.411036)",1.004378,0.8432,1.0777,0.906,0.9156,0.9375,0.9759
520013,SACRED HEART HOSPITAL,900 W CLAIREMONT AVE,EAU CLAIRE,WI,54701,Eau Claire,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,"900 W CLAIREMONT AVE EAU CLAIRE, WI 54701 (44.793462, -91.510656)",0.979012,0.8509,0.9782,1.0031,0.9089,1.1422,0.923
360001,MERCY HEALTH-ANDERSON HOSPITAL,7500 STATE ROAD,CINCINNATI,OH,45255,Hamilton,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"7500 STATE ROAD CINCINNATI, OH 45255 (39.084376, -84.349243)",0.997662,0.9188,1.1122,0.9719,1.0327,0.8684,0.9029
220080,HOLY FAMILY HOSPITAL,70 EAST STREET,METHUEN,MA,1844,Essex,Acute Care Hospitals,Proprietary,TRUE,TRUE,"70 EAST STREET METHUEN, MA 01844 (42.725829, -71.169618)",1.08579,1.0202,,1.1655,1.1432,1.0145,1.0817
200037,FRANKLIN MEMORIAL HOSPITAL,111 FRANKLIN HEALTH COMMONS,FARMINGTON,ME,4938,Franklin,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,"111 FRANKLIN HEALTH COMMONS FARMINGTON, ME 04938 (44.625115, -70.161244)",0.85863,1.0178,,1.0082,1.0806,1.032,0.9948
390009,SAINT VINCENT HOSPITAL,232 WEST 25TH STREET,ERIE,PA,16544,Erie,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"232 WEST 25TH STREET ERIE, PA 16544 (42.110708, -80.079932)",1.008158,1.0705,0.9298,0.9559,0.9725,0.8125,0.9384
150091,PARKVIEW HUNTINGTON HOSPITAL,2001 STULTS RD,HUNTINGTON,IN,46750,Huntington,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,"2001 STULTS RD HUNTINGTON, IN 46750 (40.905739, -85.490603)",0.97107,,,0.9765,0.9627,1.0351,0.9263
180011,SAINT JOSEPH LONDON,1001 SAINT JOSEPH LANE,LONDON,KY,40741,Laurel,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,"1001 SAINT JOSEPH LANE LONDON, KY 40741 (37.118553, -84.106349)",0.923449,1.0314,,0.8829,1.0207,1.084,0.9565
