TABLE 16A.—UPDATED PROXY HOSPITAL VALUE-BASED PURCHASING (VBP) PROGRAM ADJUSTMENT FACTORS FOR FY 2020*					
CMS Certification Number (CCN)	Proxy FY 2020 Hospital VBP Adjustment Factor				
460004	1.0018622268				
460005	0.9932498344				
460006	1.0013890185				
460007	1.0121308485				
460009	0.9981475411				
460010	0.9935337595				
460011	1.0040389853				
460013	1.0000403746				
460014	1.0065469897				
460015	1.0058371772				
460017	1.0085817857				
460019	1.0098594483				
460021	1.0001350163				
460023	0.9970355014				
460026	1.0023354352				
460030	1.0187557657				
460041	0.9910020947				
460042	1.0056952146				
460044	1.0045121937				
460047	0.9925636823				
460051	0.9980292390				
460052	0.9979582578				
460057	1.0081085774				
460058	1.0036130978				
460060	1.0117996027				
470001	0.9976033515				
470003	0.9988100328				
470005	1.0078009919				
470011	1.0045595146				
470012	1.0080375961				
470024	1.0100723921				
490001	1.0158928551				
490002	1.0030294741				
490004	1.0032818519				
490005	0.9984078057				
490007	1.0014363393				
490009	0.9996854683				
490011	1.0010577726				
490013	1.0087474087				
490017	1.0014126789				
490018	1.0015546414				
490019	1.0015073205				
490020	0.9840459316				
490021	1.0043702312				
490022	1.0004189413				
490023	0.9987390516				
490024	0.9988810141				
490032	0.9990466370				
490033	0.9961837264				
490037	1.0070675189				
490038	1.0036604186				
490040	1.0031398894				
490041	1.0048671000				
490042	1.0082742003				
490043	1.0019568685				
490044	1.0105219401				
490045	0.9975087098				
490046	1.0094808816				
490048	0.9997091287				
490050	1.0023354352				
490052	0.9922797573				
490053	1.0007501872				
490057	0.9982421828				
490059	0.9995198454				
490060	1.0160111572				
490063	1.0009631309				
490066	1.0152776842				
490067	0.9949770450				
490069	0.9985261078				
490075	1.0007028663				
490077	1.0051510250				
490084	1.0029032852				
490088	1.0114210360				
490089	1.0083925024				
490090	1.0052693271				
490092	1.0155852696				
490093	0.9990229766				
490097	1.0112948471				
490098	1.0069255564				
490101	1.0072568023				
490107	0.9920904739				
490110	0.9952609700				
490111	0.9982185224				
490112	0.9947877617				
490113	0.9941252699				
490114	1.0136924362				
490115	1.0108058651				
490116	0.9996854683				
490118	0.9998510912				
490119	1.0085581253				
490120	1.0005609038				
490122	1.0088893712				
490126	1.0055532521				
490127	1.0131245861				
490130	1.0036840791				
490136	0.9986917307				
490140	1.0100960525				
490141	0.9992359204				
490143	1.0125567361				
490144	1.0000640350				
490145	1.0072568023				
500001	1.0056242334				
500002	1.0106639026				
500003	0.9980765598				
500005	1.0069728773				
500007	1.0021461519				
500008	0.9975560306				
500011	0.9981712015				
500012	1.0069018960				
500014	1.0045121937				
500015	1.0031635499				
500016	1.0064050272				
500019	1.0039206833				
500021	1.0021461519				
500024	0.9949297242				
500025	0.9985261078				
500026	0.9997091287				
500027	1.0001350163				
500030	0.9996854683				
500031	0.9994488641				
500033	1.0113027339				
500036	1.0081558982				
500037	1.0130772653				
500039	0.9981475411				
500041	0.9990229766				
500044	0.9940306283				
500050	1.0008684892				
500051	1.0104272984				
500053	1.0022171331				
500054	0.9917355676				
500058	1.0021461519				
500060	0.9990229766				
500064	0.9908837926				
500072	1.0078956336				
500077	0.9945748179				
500079	1.0032108707				
500084	1.0032187575				
500088	1.0009867913				
500108	0.9969645202				
500119	0.9945748179				
500124	1.0013890185				
500129	1.0020515102				
500139	1.0088893712				
500141	0.9969408598				
500150	1.0118232631				
500151	1.0030689082				
500152	1.0036367582				
510001	0.9929895698				
510002	0.9961127451				
510006	1.0083215211				
510007	1.0024064165				
510008	1.0031398894				
510012	0.9995198454				
510013	0.9982973904				
510022	0.9956631971				
510023	0.9954739138				
510024	1.0057425355				
510029	1.0032818519				
510030	1.0103799775				
510031	1.0114210360				
510038	1.0130772653				
510039	0.9986680703				
510046	0.9961837264				
510047	1.0027140019				
510048	1.0170995364				
510050	0.9944328554				
510055	1.0023827560				
510058	0.9992122599				
510062	1.0080375961				
510070	0.9980765598				
510071	1.0054822709				
510077	1.0193709366				
510082	0.9982342960				
520002	1.0218789410				
520004	1.0040626458				
520008	0.9986917307				
520009	1.0020041893				
520011	1.0142129654				
520013	1.0005609038				
520017	1.0200334283				
520019	1.0177856886				
520021	0.9901266592				
520027	1.0006555455				
520028	1.0136451153				
520030	1.0028559644				
520033	1.0086291066				
520034	1.0156325905				
520035	1.0142839466				
520037	0.9989756558				
520038	1.0129353028				
520041	1.0000167142				
520044	1.0038023812				
520045	0.9979819182				
520048	1.0149937592				
520049	1.0020515102				
520051	0.9933444761				
520057	1.0216896577				
520059	1.0025720394				
520062	1.0027613227				
520063	1.0126513777				
520066	1.0057661959				
520070	1.0068309147				
520071	1.0088183899				
520075	1.0034001540				
520076	1.0094808816				
520078	0.9996381475				
520083	1.0037077395				
520087	1.0052456667				
520088	1.0083215211				
520089	1.0099304296				
520091	1.0134321715				
520095	1.0200018811				
520096	0.9935574199				
520097	1.0039443437				
520098	1.0047724583				
520100	0.9914279822				
520102	1.0087710691				
520103	1.0079902753				
520107	1.0050563833				
520109	1.0106639026				
520113	1.0059318188				
520116	1.0059081584				
520136	0.9980765598				
520138	1.0003006392				
520139	0.9976743327				
520160	0.9999220725				
520177	0.9999693933				
520189	1.0073277835				
520193	1.0037077395				
520198	1.0047724583				
520202	1.0047724583				
520204	0.9999457329				
520206	0.9984551265				
520207	1.0051273646				
520208	1.0009158101				
530002	1.0084161628				
530006	1.0149227779				
530008	1.0199624471				
530011	1.0105219401				
530012	1.0001823371				
530014	0.9930368907				
530015	1.0198914658				
530025	1.0070675189				
530032	0.9985497682				
670004	0.9922087760				
670006	1.0057425355				
670023	0.9967988972				
670024	0.9966096139				
670025	1.0064996689				
670031	1.0055532521				
670034	1.0059081584				
670041	1.0011050934				
670043	0.9971774639				
670044	0.9947167804				
670047	0.9980528994				
670053	0.9974613890				
670055	1.0026666811				
670056	0.9982185224				
670060	1.0022644539				
670068	1.0015783018				
670071	0.9990229766				
670075	1.0018622268				
670077	0.9994961850				
670080	1.0120125464				
670082	1.0017439247				
670085	1.0021461519				
670088	1.0055532521				
670098	1.0064050272				
670103	0.9970355014				
670106	1.0044175520				
670108	1.0093862400				
670120	0.9949533846				
670122	0.9994961850				
"*We note that these updated proxy adjustment factors will not be used to adjust hospital payments. These updated proxy value based incentive payment adjustment factors were calculated using the historical baseline and performance periods for the FY 2019 Hospital Value-Based Purchasing (VBP) Program.  These updated proxy factors were calculated using the March 2019 update to the FY 2018 MedPAR file. The slope of the linear exchange function used to calculate these proxy factors was 2.8392502375, and the estimated amount available for value-based incentive payments to hospitals for FY 2020 is approximately $1.9 billion. We will add a new table, Table 16B to display the actual value-based incentive payment adjustment factors, exchange function slope, and estimated amount available for the FY 2020 Hospital VBP Program. We expect that Table 16B will be posted in the fall of 2019, as discussed in the FY 2020 IPPS final rule preamble."					
