TABLE 16B.?ACTUAL HOSPITAL VALUE-BASED PURCHASING PROGRAM (VBP) ADJUSTMENT FACTORS FOR FY 2018*					
CMS Certification Number (CCN)	Actual FY 2018 Hospital VBP Adjustment Factor				
450801	1.0095971579				
450809	1.0010002160				
450820	1.0071536716				
450822	1.0048616126				
450828	1.0091497590				
450833	1.0013925504				
450840	0.9936835232				
450844	1.0105676693				
450847	1.0037121416				
450848	0.9989490641				
450851	1.0067888694				
450853	1.0084270377				
450855	1.0105952016				
450862	0.9913363998				
450867	1.0058734224				
450869	1.0043797984				
450876	1.0058493317				
450885	0.9985980280				
450890	0.9976825811				
450891	1.0177742331				
460001	1.0003945067				
460003	1.0031270815				
460004	0.9940483254				
460005	0.9911230249				
460006	0.9970768718				
460007	1.0131006354				
460009	0.9966638882				
460010	0.9928506730				
460011	1.0007180105				
460013	1.0005734663				
460014	0.9979716696				
460015	1.0074875000				
460017	0.9970241017				
460019	1.0058252410				
460021	1.0011791755				
460023	0.9932257997				
460026	0.9978753067				
460030	1.0058734224				
460041	0.9889617441				
460042	1.0025970859				
460044	1.0015370947				
460047	0.9935733943				
460051	0.9929470358				
460052	0.9976343996				
460057	1.0073028046				
460058	0.9964780456				
460060	1.0053755478				
470001	1.0028861744				
470003	0.9950532522				
470005	1.0024318924				
470011	1.0104024759				
470012	1.0084029470				
470024	1.0078488606				
490001	1.0100411152				
490002	1.0031270815				
490004	1.0075804213				
490005	0.9974967384				
490007	0.9987976368				
490009	0.9968290816				
490011	0.9993207493				
490013	1.0087402169				
490017	1.0013030706				
490018	1.0040012301				
490019	1.0061866017				
490020	0.9949362401				
490021	1.0074565262				
490022	0.9971594685				
490023	0.9956589614				
490024	0.9978821898				
490032	0.9969529767				
490033	1.0081861306				
490037	1.0112697415				
490038	1.0101294479				
490040	1.0008212564				
490041	1.0103680606				
490042	1.0100032584				
490043	1.0044830443				
490044	1.0102854639				
490045	0.9924445724				
490046	1.0091566420				
490048	0.9957966226				
490050	1.0064584825				
490052	1.0008900870				
490053	1.0013856673				
490057	1.0043797984				
490059	0.9993620477				
490060	1.0127151840				
490063	0.9989490641				
490066	1.0185038375				
490067	0.9926992456				
490069	0.9987701045				
490075	0.9938555997				
490077	1.0075115907				
490079	0.9998507450				
490084	1.0077524978				
490088	1.0077524978				
490089	1.0027416301				
490090	1.0092943032				
490092	1.0110770158				
490093	0.9969598598				
490097	0.9982446976				
490098	0.9990075701				
490101	1.0063208213				
490107	0.9988871166				
490110	0.9977789439				
490111	0.9978753067				
490112	0.9958585702				
490113	1.0042627864				
490114	1.0045966148				
490115	1.0015370947				
490116	1.0006858896				
490117	0.9942617003				
490118	0.9967396019				
490119	1.0087367754				
490120	0.9951151997				
490122	1.0063552366				
490126	1.0011034619				
490127	1.0002361963				
490130	1.0092943032				
490136	0.9993207493				
490140	1.0114142857				
490141	0.9942617003				
490143	1.0078809816				
490144	0.9993689308				
500001	1.0064928978				
500002	1.0071743208				
500003	1.0030100695				
500005	1.0067888694				
500007	1.0007661919				
500008	1.0028517591				
500011	0.9937936522				
500012	1.0081138585				
500014	1.0006491799				
500015	0.9953148084				
500016	1.0082824934				
500019	1.0171960561				
500021	0.9988389351				
500024	0.9998782772				
500025	1.0002361963				
500026	1.0010965788				
500027	0.9989972455				
500030	0.9966914204				
500031	0.9963094106				
500033	1.0104506573				
500036	0.9994859428				
500037	1.0125224584				
500039	0.9947641636				
500041	1.0018881307				
500044	0.9923344435				
500049	1.0124742769				
500050	0.9978684237				
500051	1.0086954770				
500053	0.9998713941				
500054	0.9932223582				
500058	0.9993551646				
500060	1.0059697853				
500064	0.9958998685				
500072	1.0024043602				
500077	0.9924376894				
500079	1.0015233285				
500084	0.9981162138				
500088	1.0071812038				
500108	0.9991211406				
500119	0.9956107800				
500124	1.0023011143				
500129	1.0022598159				
500139	1.0101133874				
500141	0.9991899712				
500150	1.0100239076				
500151	1.0050061569				
500152	1.0011757340				
510001	0.9919283429				
510002	1.0004771034				
510006	1.0007799581				
510007	1.0004564542				
510008	0.9973453111				
510013	0.9981804557				
510022	0.9962715538				
510023	0.9992863340				
510024	1.0031959121				
510029	1.0059422530				
510030	1.0121129163				
510038	1.0083306748				
510039	0.9962646707				
510046	0.9916736697				
510047	1.0013925504				
510048	1.0076561350				
510050	0.9957415582				
510055	0.9950394860				
510058	1.0018743646				
510062	1.0141124452				
510070	0.9972627144				
510071	0.9990316608				
510077	1.0106433830				
510082	1.0014648225				
510086	1.0172602980				
520002	1.0202555762				
520004	1.0034092870				
520008	0.9971663516				
520009	1.0064309503				
520011	1.0107879273				
520013	1.0022322837				
520017	1.0128115469				
520019	1.0153410714				
520021	0.9918319801				
520027	0.9983089395				
520028	1.0045484334				
520030	1.0073257481				
520033	1.0065961437				
520034	1.0201351227				
520035	1.0161601556				
520037	0.9973521942				
520038	1.0135342682				
520041	1.0032234443				
520044	1.0102820223				
520045	1.0003807406				
520048	1.0026452673				
520049	1.0041182421				
520051	1.0005390510				
520057	1.0146424408				
520059	1.0062588738				
520062	1.0009830083				
520063	1.0087643076				
520066	1.0038016214				
520070	1.0042696695				
520071	1.0127392748				
520075	0.9969873920				
520076	1.0094870289				
520078	1.0026659165				
520083	1.0064034181				
520087	1.0071330224				
520088	0.9992037373				
520089	1.0126876518				
520091	1.0172442375				
520095	1.0147869851				
520096	0.9881426599				
520097	1.0083788563				
520098	1.0037534400				
520100	1.0007661919				
520102	1.0006457384				
520103	1.0011998247				
520107	1.0008143734				
520109	1.0054397897				
520113	1.0083306748				
520116	1.0073670464				
520136	0.9981024477				
520138	1.0024800739				
520139	1.0004358051				
520160	0.9945507888				
520177	0.9999677570				
520189	1.0053916082				
520193	1.0048753787				
520198	1.0135824496				
520202	1.0070091273				
520204	1.0044761613				
520206	1.0037052585				
520207	1.0101546857				
520208	1.0102097502				
530002	0.9994652936				
530006	1.0012480061				
530008	1.0168587861				
530011	1.0009107362				
530012	0.9973728434				
530014	0.9928369068				
530015	1.0130524540				
530025	1.0037534400				
670004	1.0035125329				
670023	0.9942341680				
670024	1.0009107362				
670025	1.0061143295				
670031	1.0025970859				
670034	1.0072225022				
670041	1.0027622793				
670043	0.9994171122				
670044	0.9999952892				
670047	0.9896225178				
670055	1.0034918837				
670056	1.0006354138				
670060	1.0038498028				
670061	1.0157827344				
670068	1.0020670903				
670071	1.0075356814				
670073	1.0092300613				
670075	1.0021634531				
670077	1.0009589176				
670080	1.0068370508				
670082	1.0016885220				
670085	1.0075597721				
670088	1.0130042726				
670096	1.0031270815				
670098	1.0025007230				
670103	1.0034482910				
670106	0.9954822962				
670108	1.0082664330				
"*The value-based incentive payment adjustment factors in this file are the actual payment adjustment factors that are used to adjust payments under the Hospital Value-Based Purchasing (VBP) Program for FY 2018. The slope of the linear exchange function used to calculate these factors was 2.8908851882, and the estimated amount available for value-based incentive payments to hospitals for FY 2018 is $1.9 billion. The factors in Table 16A, posted previously with the IPPS Final Rule, were proxy value-based incentive payment adjustment factors, calculated using historical baseline and performance periods."					
